Number of edges in matching: 18
{('v_bv', 'b_bv'), ('o_tt', 'rh_end_tt_2'), ('g_gy1', 'rc_end_north'), ('b_end_east', 'g_gy2'), ('v_end_east', 'rs_end_north'), ('rh_end_tt_1', 'b_bw'), ('rd_end_south', 'b_end_west'), ('rd_end_north', 'rh_end_north'), ('o_y_tt_end_west', 'nature_end_west'), ('y_rh', 'rh_end_south'), ('y_gy1', 'rc_end_south'), ('b_tt_3', 'rt_end_north'), ('b_v', 'v_end_west'), ('y_rt', 'rt_end_south'), ('w_bw', 'g_w'), ('rs_end_south', 'y_gy2'), ('o_rt', 'o_w_1'), ('rh_end_tt_4', 'rh_end_tt_3')}
         1637436 function calls (1618545 primitive calls) in 26.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 format.py:1443(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1480(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1138(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 <decorator-gen-381>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2486(_ptp_dispatcher)
        2    0.000    0.000    0.000    0.000 common.py:1293(<lambda>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-51>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-548>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:934(DiGMState)
        1    0.000    0.000    0.000    0.000 _globals.py:30(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-94>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 dates.py:1918(ConciseDateConverter)
        1    0.000    0.000    0.000    0.000 ops.py:509(Div)
        1    0.000    0.000    0.000    0.000 <decorator-gen-177>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-533>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-617>:1(_random_state)
        1    0.000    0.000    0.000    0.000 streamplot.py:233(StreamplotSet)
        1    0.000    0.000    0.000    0.000 <decorator-gen-185>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-59>:1(_random_state)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1252(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 enum.py:36(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 request.py:1533(FTPHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-452>:1(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:194(update)
        1    0.000    0.000    0.000    0.000 <decorator-gen-552>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-715>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-263>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:104(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-201>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-733>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-141>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 <decorator-gen-483>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-325>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-537>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 reportviews.py:243(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-396>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1298(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 request.py:1228(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 widgets.py:91(AxesWidget)
        2    0.000    0.000    0.000    0.000 _base.py:2249(use_sticky_edges)
        1    0.000    0.000    0.000    0.000 <decorator-gen-708>:1(_not_implemented_for)
        2    0.000    0.000    0.000    0.000 parsers.py:1221(_create_index)
        1    0.000    0.000    0.000    0.000 <decorator-gen-513>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 __init__.py:1214(PlaceHolder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4517(FollowedBy)
        1    0.000    0.000    0.000    0.000 pathlib.py:1550(WindowsPath)
        1    0.000    0.000    0.000    0.000 <decorator-gen-179>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1911(_shape_dispatcher)
        1    0.000    0.000    0.000    0.000 <decorator-gen-27>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-569>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-591>:1(<module>)
        1    0.000    0.000    0.000    0.000 pytables.py:600(TermValue)
        1    0.000    0.000    0.000    0.000 <decorator-gen-134>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-287>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 patches.py:2252(Sawtooth)
        1    0.000    0.000    0.000    0.000 <decorator-gen-129>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-255>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-379>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-583>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:396(PyDLL)
        1    0.000    0.000    0.000    0.000 <decorator-gen-317>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-499>:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:1099(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 <decorator-gen-37>:1(_random_state)
        1    0.000    0.000    0.000    0.000 legend_handler.py:176(HandlerNpointsYoffsets)
        1    0.000    0.000    0.000    0.000 <decorator-gen-31>:1(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:349(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 base.py:399(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:2356(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 <decorator-gen-322>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 dates.py:611(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-301>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-463>:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 <decorator-gen-450>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-427>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-544>:1(_not_implemented_for)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.000    0.000 <decorator-gen-395>:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3561(CharsNotIn)
        1    0.000    0.000    0.000    0.000 <decorator-gen-647>:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:64(_convert_num)
        1    0.000    0.000    0.000    0.000 <decorator-gen-543>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 ops.py:601(FuncNode)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-237>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 accessor.py:14(BaseAccessor)
        1    0.000    0.000    0.000    0.000 collections.py:1190(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 <decorator-gen-197>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:113(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 <decorator-gen-162>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-601>:1(<module>)
        1    0.000    0.000    0.000    0.000 reportviews.py:738(EdgeDataView)
        1    0.000    0.000    0.000    0.000 <decorator-gen-595>:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        2    0.000    0.000    0.000    0.000 axis.py:716(get_remove_overlapping_locs)
        1    0.000    0.000    0.000    0.000 <decorator-gen-523>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-577>:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:74(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 geo.py:229(_GeoTransform)
        1    0.000    0.000    0.000    0.000 <decorator-gen-383>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
        1    0.000    0.000    0.000    0.000 <decorator-gen-387>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-729>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 backend_tools.py:319(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 <decorator-gen-493>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(_nodes_or_number)
        1    0.000    0.000    0.000    0.000 <decorator-gen-251>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-175>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-655>:1(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:751(PythonExprVisitor)
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 <decorator-gen-121>:1(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:208(HandlerLine2D)
        1    0.000    0.000    0.000    0.000 <decorator-gen-225>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-397>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-461>:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 <decorator-gen-384>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-477>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-726>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 _json.py:1026(SeriesParser)
        1    0.000    0.000    0.000    0.000 <decorator-gen-605>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-609>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-199>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-437>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:367(_FuncPtr)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:61(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 <decorator-gen-330>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-118>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 mathtext.py:1404(Box)
        1    0.000    0.000    0.000    0.000 collections.py:1102(PolyCollection)
        1    0.000    0.000    0.000    0.000 linalg.py:188(_assert_2d)
        1    0.000    0.000    0.000    0.000 <decorator-gen-368>:1(<module>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3278(set_history_buttons)
        1    0.000    0.000    0.000    0.000 widgets.py:2647(Lasso)
        1    0.000    0.000    0.000    0.000 request.py:1400(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 __init__.py:436(LibraryLoader)
        1    0.000    0.000    0.000    0.000 <decorator-gen-105>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-582>:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 voterank_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:1418(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 <decorator-gen-147>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-239>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-391>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-661>:1(_open_file)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-580>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-719>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-704>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 <decorator-gen-144>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-405>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-309>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-547>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-76>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-305>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 blocks.py:1987(IntBlock)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        1    0.000    0.000    0.000    0.000 <decorator-gen-157>:1(<module>)
        1    0.000    0.000    0.000    0.000 quality.py:17(NotAPartition)
        1    0.000    0.000    0.000    0.000 __init__.py:153(py_object)
        1    0.000    0.000    0.000    0.000 <decorator-gen-492>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-611>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-285>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-375>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-683>:1(_open_file)
        1    0.000    0.000    0.000    0.000 base.py:13(GroupByMixin)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5169(Dict)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 <decorator-gen-102>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-411>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-519>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-91>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-400>:1(_not_implemented_for)
        1    0.000    0.000    0.000    0.000 <decorator-gen-92>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-105>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-399>:1(_random_state)
        1    0.000    0.000    0.000    0.000 <decorator-gen-659>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-521>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-417>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-658>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-735>:1(_random_state)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 pathlib.py:475(_Selector)
        1    0.000    0.000    0.000    0.000 <decorator-gen-688>:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 <decorator-gen-65>:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
